Home,Away,OffensivePossession,Outcome,ShotType,PrimaryPlayer,PrimaryPlayType,PrimaryDirection,PrimaryAction,SecondaryPlayer,SecondaryPlayType,SecondaryDirection,SecondaryAction
RIT,CU,Clarkson University Golden Knights,2pMa,To Basket,Jack Dalgety,Spot Ups,Left,Drive,N/A,N/A,N/A,N/A
RIT,CU,Rochester Institute of Technology Tigers,3pmi,No Dribble Jumper,Matt Caggiano,PNR,High,Off,Brody Brown,Spot Ups,N/A,Shot
RIT,CU,Clarkson University Golden Knights,3pmi,No Dribble Jumper,Frankie Rainville,Spot Ups,N/A,Shot,N/A,N/A,N/A,N/A
RIT,CU,Rochester Institute of Technology Tigers,2pmi,To Basket,Kenny Wilburn,Iso,Top,N/A,N/A,N/A,N/A,N/A
RIT,CU,Clarkson University Golden Knights,3pmi,Dribble Jumper,Ryan Miles-Ferguson,Spot Ups,Straight,Drive,N/A,N/A,N/A,N/A
RIT,CU,Rochester Institute of Technology Tigers,Turnover,N/A,Chase Dickens,PNR,High,Off,Keegan Ocorr,Spot Ups,Right,Drive
RIT,CU,Clarkson University Golden Knights,2pMa,To Basket,Braeden Burns,PNR,Right,Off,N/A,N/A,N/A,N/A
RIT,CU,Rochester Institute of Technology Tigers,2pMa,Dribble Jumper,Kenny Wilburn,Post,Middle,Dribble,Zac Ditzel,Spot Ups,Straight,Drive
RIT,CU,Clarkson University Golden Knights,3pmi,Dribble Jumper,Ryan Miles-Ferguson,Iso,Right,N/A,N/A,N/A,N/A,N/A
RIT,CU,Rochester Institute of Technology Tigers,2pmi,To Basket,Kenny Wilburn,Transition,N/A,Trailer,N/A,N/A,N/A,N/A
RIT,CU,Clarkson University Golden Knights,2pmi,To Basket,Braeden Burns,Spot Ups,Right,Drive,N/A,N/A,N/A,N/A
RIT,CU,Rochester Institute of Technology Tigers,2pmi,To Basket,Brandon Weiss,Spot Ups,Left,Drive,N/A,N/A,N/A,N/A
RIT,CU,Rochester Institute of Technology Tigers,3pmi,No Dribble Jumper,Matt Caggiano,Spot Ups,N/A,Shot,N/A,N/A,N/A,N/A
RIT,CU,Clarkson University Golden Knights,3pmi,No Dribble Jumper,Aydin Kocak,Spot Ups,N/A,Shot,N/A,N/A,N/A,N/A
RIT,CU,Rochester Institute of Technology Tigers,3pmi,No Dribble Jumper,Matt Caggiano,PNR,High,Off,Brandon Weiss,Spot Ups,N/A,Shot
RIT,CU,Clarkson University Golden Knights,2pMa,To Basket,Braeden Burns,Spot Ups,Right,Drive,N/A,N/A,N/A,N/A
RIT,CU,Rochester Institute of Technology Tigers,3pMa,No Dribble Jumper,Zac Ditzel,Spot Ups,N/A,Shot,N/A,N/A,N/A,N/A
RIT,CU,Clarkson University Golden Knights,Foul,To Basket,Frankie Rainville,Spot Ups,Right,Drive,N/A,N/A,N/A,N/A
RIT,CU,Rochester Institute of Technology Tigers,2pmi,To Basket,Chase Dickens,Spot Ups,Right,Drive,N/A,N/A,N/A,N/A
RIT,CU,Clarkson University Golden Knights,2pmi,To Basket,Braeden Burns,Transition,N/A,Right Wing,N/A,N/A,N/A,N/A
RIT,CU,Rochester Institute of Technology Tigers,2pMa,To Basket,Brody Brown,Transition,N/A,Right Wing,N/A,N/A,N/A,N/A
RIT,CU,Clarkson University Golden Knights,2pmi,To Basket,Finn Cork,Post,Right,Dribble,N/A,N/A,N/A,N/A
RIT,CU,Clarkson University Golden Knights,2pmi,To Basket,Matt Toscano,Spot Ups,Left,Drive,N/A,N/A,N/A,N/A
RIT,CU,Rochester Institute of Technology Tigers,3pMa,Dribble Jumper,Chase Dickens,Iso,Left,N/A,N/A,N/A,N/A,N/A
RIT,CU,Clarkson University Golden Knights,3pmi,No Dribble Jumper,Finn Cork,Post,Left,Dribble,Jack Dalgety,Spot Ups,N/A,Shot
RIT,CU,Rochester Institute of Technology Tigers,2pMa,To Basket,Keegan Ocorr,PNR,Left,Off,N/A,N/A,N/A,N/A
RIT,CU,Clarkson University Golden Knights,Turnover,N/A,Steve DeRegis,Misc,N/A,N/A,N/A,N/A,N/A,N/A
RIT,CU,Rochester Institute of Technology Tigers,3pmi,No Dribble Jumper,Kenny Wilburn,Spot Ups,N/A,Shot,N/A,N/A,N/A,N/A
RIT,CU,Rochester Institute of Technology Tigers,3pmi,No Dribble Jumper,Keegan Ocorr,Spot Ups,N/A,Shot,N/A,N/A,N/A,N/A
RIT,CU,Clarkson University Golden Knights,Turnover,N/A,Steve DeRegis,Misc,N/A,N/A,N/A,N/A,N/A,N/A
RIT,CU,Rochester Institute of Technology Tigers,2pMa,To Basket,Keegan Ocorr,Transition,N/A,Ball Handler,N/A,N/A,N/A,N/A
RIT,CU,Clarkson University Golden Knights,3pMa,No Dribble Jumper,Frankie Rainville,Spot Ups,N/A,Shot,N/A,N/A,N/A,N/A
RIT,CU,Rochester Institute of Technology Tigers,Turnover,N/A,Kenny Wilburn,Spot Ups,Right,Drive,N/A,N/A,N/A,N/A
RIT,CU,Clarkson University Golden Knights,3pmi,No Dribble Jumper,Jack Dalgety,Spot Ups,N/A,Shot,N/A,N/A,N/A,N/A
RIT,CU,Rochester Institute of Technology Tigers,Turnover,N/A,Brock Bowen,PNR,Left,Off,N/A,N/A,N/A,N/A
RIT,CU,Clarkson University Golden Knights,Foul,To Basket,Braeden Burns,Spot Ups,Right,Drive,N/A,N/A,N/A,N/A
RIT,CU,Rochester Institute of Technology Tigers,2pMa,To Basket,Keegan Ocorr,Spot Ups,Left,Drive,N/A,N/A,N/A,N/A
RIT,CU,Clarkson University Golden Knights,2pMa,To Basket,Frankie Rainville,Hand Offs,Top,Stationary,N/A,N/A,N/A,N/A
RIT,CU,Rochester Institute of Technology Tigers,2pmi,To Basket,Brock Bowen,Hand Offs,Right,Dribble,N/A,N/A,N/A,N/A
RIT,CU,Clarkson University Golden Knights,3pmi,Dribble Jumper,Ryan Miles-Ferguson,Hand Offs,Right,Dribble,N/A,N/A,N/A,N/A
RIT,CU,Rochester Institute of Technology Tigers,3pmi,Dribble Jumper,Chase Dickens,PNR,High,Off,N/A,N/A,N/A,N/A
RIT,CU,Rochester Institute of Technology Tigers,3pmi,No Dribble Jumper,Brock Bowen,Off Screens,Right,Straight,N/A,N/A,N/A,N/A
RIT,CU,Clarkson University Golden Knights,3pmi,Dribble Jumper,Ryan Miles-Ferguson,Spot Ups,Right,Drive,N/A,N/A,N/A,N/A
RIT,CU,Rochester Institute of Technology Tigers,3pMa,No Dribble Jumper,Chase Dickens,Off Screens,Right,Straight,N/A,N/A,N/A,N/A
RIT,CU,Clarkson University Golden Knights,Turnover,To Basket,Finn Cork,Post,Left,Dribble,N/A,N/A,N/A,N/A
RIT,CU,Rochester Institute of Technology Tigers,2pMa,To Basket,Chase Dickens,Iso,Right,N/A,N/A,N/A,N/A,N/A
RIT,CU,Clarkson University Golden Knights,3pMa,No Dribble Jumper,Ryan Miles-Ferguson,Iso,Right,N/A,Steve DeRegis,Spot Ups,N/A,Shot
RIT,CU,Rochester Institute of Technology Tigers,3pmi,No Dribble Jumper,Brock Bowen,Spot Ups,N/A,Shot,N/A,N/A,N/A,N/A
RIT,CU,Clarkson University Golden Knights,3pMa,No Dribble Jumper,Steve DeRegis,Off Screens,Right,Straight,N/A,N/A,N/A,N/A
RIT,CU,Rochester Institute of Technology Tigers,2pMa,No Dribble Jumper,Josiah Turner,Post,Left,Dribble,Keegan Ocorr,Spot Ups,N/A,Shot
RIT,CU,Clarkson University Golden Knights,2pmi,To Basket,Ryan Miles-Ferguson,Hand Offs,Top,Dribble,N/A,N/A,N/A,N/A
RIT,CU,Rochester Institute of Technology Tigers,2pMa,Dribble Jumper,Chase Dickens,Iso,Top,N/A,N/A,N/A,N/A,N/A
RIT,CU,Clarkson University Golden Knights,Turnover,N/A,Jack Dalgety,Transition,N/A,Right Wing,N/A,N/A,N/A,N/A
RIT,CU,Rochester Institute of Technology Tigers,Turnover,N/A,Jackson Otis,Misc,N/A,N/A,N/A,N/A,N/A,N/A
RIT,CU,Clarkson University Golden Knights,3pMa,No Dribble Jumper,Steve DeRegis,Spot Ups,N/A,Shot,N/A,N/A,N/A,N/A
RIT,CU,Rochester Institute of Technology Tigers,2pmi,To Basket,Chase Dickens,Transition,N/A,Left Wing,N/A,N/A,N/A,N/A
RIT,CU,Rochester Institute of Technology Tigers,2pmi,Dribble Jumper,Keegan Ocorr,PNR,High,Off,N/A,N/A,N/A,N/A
RIT,CU,Rochester Institute of Technology Tigers,3pmi,No Dribble Jumper,Josiah Turner,Spot Ups,N/A,Shot,N/A,N/A,N/A,N/A
RIT,CU,Clarkson University Golden Knights,2pMa,To Basket,Braeden Burns,Hand Offs,Left,Dribble,N/A,N/A,N/A,N/A
RIT,CU,Rochester Institute of Technology Tigers,2pmi,To Basket,Brock Bowen,Spot Ups,Right,Drive,N/A,N/A,N/A,N/A
RIT,CU,Rochester Institute of Technology Tigers,3pmi,Dribble Jumper,Chase Dickens,Spot Ups,Left,Drive,N/A,N/A,N/A,N/A
RIT,CU,Clarkson University Golden Knights,3pmi,Dribble Jumper,Steve DeRegis,Hand Offs,Top,Dribble,N/A,N/A,N/A,N/A
RIT,CU,Rochester Institute of Technology Tigers,2pmi,To Basket,Josiah Turner,Cuts,N/A,Basket,N/A,N/A,N/A,N/A
RIT,CU,Rochester Institute of Technology Tigers,2pmi,Dribble Jumper,Chase Dickens,Iso,Top,N/A,N/A,N/A,N/A,N/A
RIT,CU,Clarkson University Golden Knights,2pMa,Dribble Jumper,Frankie Rainville,Spot Ups,Left,Drive,N/A,N/A,N/A,N/A
RIT,CU,Rochester Institute of Technology Tigers,3pMa,Dribble Jumper,Matt Caggiano,PNR,Right,N/A,N/A,N/A,N/A,N/A
RIT,CU,Clarkson University Golden Knights,2pmi,Dribble Jumper,Braeden Burns,Spot Ups,Right,Drive,N/A,N/A,N/A,N/A
RIT,CU,Rochester Institute of Technology Tigers,3pmi,No Dribble Jumper,Keegan Ocorr,Transition,N/A,Left Wing,N/A,N/A,N/A,N/A
RIT,CU,Clarkson University Golden Knights,Turnover,N/A,Braeden Burns,Transition,N/A,Trailer,N/A,N/A,N/A,N/A
RIT,CU,Rochester Institute of Technology Tigers,2pmi,To Basket,Brock Bowen,Off Screens,Left,Straight,N/A,N/A,N/A,N/A
RIT,CU,Rochester Institute of Technology Tigers,3pmi,No Dribble Jumper,Brody Brown,Off Screens,Left,Flare,N/A,N/A,N/A,N/A
RIT,CU,Clarkson University Golden Knights,2pMa,To Basket,Jack Dalgety,Spot Ups,Left,Drive,N/A,N/A,N/A,N/A
RIT,CU,Rochester Institute of Technology Tigers,2pmi,To Basket,Josiah Turner,Iso,Top,N/A,N/A,N/A,N/A,N/A
RIT,CU,Clarkson University Golden Knights,3pmi,No Dribble Jumper,Mathew Parent,Transition,N/A,Trailer,N/A,N/A,N/A,N/A
RIT,CU,Rochester Institute of Technology Tigers,Turnover,N/A,Keegan Ocorr,Spot Ups,Right,Drive,N/A,N/A,N/A,N/A
RIT,CU,Clarkson University Golden Knights,Foul,To Basket,Jack Dalgety,Spot Ups,Left,Drive,N/A,N/A,N/A,N/A
RIT,CU,Rochester Institute of Technology Tigers,3pmi,No Dribble Jumper,Brock Bowen,Off Screens,Right,Straight,N/A,N/A,N/A,N/A
RIT,CU,Clarkson University Golden Knights,Turnover,N/A,Braeden Burns,Transition,N/A,N/A,N/A,N/A,N/A,N/A
RIT,CU,Rochester Institute of Technology Tigers,3pMa,No Dribble Jumper,Zac Ditzel,Spot Ups,N/A,Shot,N/A,N/A,N/A,N/A
RIT,CU,Clarkson University Golden Knights,3pmi,No Dribble Jumper,Frankie Rainville,Spot Ups,N/A,Shot,N/A,N/A,N/A,N/A
RIT,CU,Rochester Institute of Technology Tigers,3pmi,Dribble Jumper,Keegan Ocorr,PNR,High,N/A,N/A,N/A,N/A,N/A
RIT,CU,Rochester Institute of Technology Tigers,3pmi,Dribble Jumper,Matt Caggiano,PNR,High,Off,Zac Ditzel,Spot Ups,Straight,Drive
RIT,CU,Clarkson University Golden Knights,2pmi,To Basket,Ryan Miles-Ferguson,Transition,N/A,Ball Handler,N/A,N/A,N/A,N/A
RIT,CU,Rochester Institute of Technology Tigers,Turnover,N/A,Matt Caggiano,Transition,N/A,Ball Handler,N/A,N/A,N/A,N/A
RIT,CU,Clarkson University Golden Knights,3pmi,No Dribble Jumper,Jack Dalgety,Spot Ups,N/A,Shot,N/A,N/A,N/A,N/A
RIT,CU,Rochester Institute of Technology Tigers,Foul,To Basket,Brock Bowen,PNR,Right,Off,Josiah Turner,P&R Roll Man,N/A,Roll
RIT,CU,Clarkson University Golden Knights,2pMa,Dribble Jumper,Ryan Miles-Ferguson,Off Screens,Right,Straight,N/A,N/A,N/A,N/A
RIT,CU,Rochester Institute of Technology Tigers,3pmi,No Dribble Jumper,Matt Caggiano,PNR,High,Off,Josiah Turner,P&R Roll Man,N/A,Pop
RIT,CU,Clarkson University Golden Knights,3pMa,No Dribble Jumper,Mathew Parent,Spot Ups,N/A,Shot,N/A,N/A,N/A,N/A
RIT,CU,Rochester Institute of Technology Tigers,2pmi,Dribble Jumper,Matt Caggiano,Spot Ups,Right,Drive,N/A,N/A,N/A,N/A
RIT,CU,Rochester Institute of Technology Tigers,3pMa,No Dribble Jumper,Matt Caggiano,PNR,High,Away,Kenny Wilburn,Spot Ups,N/A,Shot
RIT,CU,Clarkson University Golden Knights,3pmi,No Dribble Jumper,Jack Dalgety,Spot Ups,N/A,Shot,N/A,N/A,N/A,N/A
RIT,CU,Rochester Institute of Technology Tigers,2pmi,Dribble Jumper,Keegan Ocorr,PNR,High,Off,Kenny Wilburn,Spot Ups,Straight,Drive
RIT,CU,Clarkson University Golden Knights,3pmi,Dribble Jumper,Ryan Miles-Ferguson,Spot Ups,Right,Drive,N/A,N/A,N/A,N/A
RIT,CU,Rochester Institute of Technology Tigers,3pmi,No Dribble Jumper,Kenny Wilburn,Post,Left,Face Up,Zac Ditzel,Spot Ups,N/A,Shot
RIT,CU,Rochester Institute of Technology Tigers,3pmi,No Dribble Jumper,Matt Caggiano,Spot Ups,N/A,Shot,N/A,N/A,N/A,N/A
RIT,CU,Clarkson University Golden Knights,Foul,To Basket,Ryan Miles-Ferguson,Transition,N/A,Ball Handler,N/A,N/A,N/A,N/A
RIT,CU,Rochester Institute of Technology Tigers,2pMa,To Basket,Chase Dickens,PNR,High,Off,Josiah Turner,Cuts,N/A,Basket
RIT,CU,Clarkson University Golden Knights,Turnover,N/A,Ryan Miles-Ferguson,Post,Right,N/A,N/A,N/A,N/A,N/A
RIT,CU,Rochester Institute of Technology Tigers,2pMa,To Basket,Chase Dickens,Transition,N/A,Leak Outs,N/A,N/A,N/A,N/A
RIT,CU,Clarkson University Golden Knights,3pmi,No Dribble Jumper,Ryan Miles-Ferguson,Iso,Top,N/A,Braeden Burns,Spot Ups,N/A,Shot
RIT,CU,Rochester Institute of Technology Tigers,Foul,To Basket,Keegan Ocorr,Cuts,N/A,Basket,N/A,N/A,N/A,N/A
RIT,CU,Rochester Institute of Technology Tigers,3pmi,Dribble Jumper,Chase Dickens,Spot Ups,Straight,Drive,N/A,N/A,N/A,N/A
RIT,CU,Clarkson University Golden Knights,3pMa,No Dribble Jumper,Jack Dalgety,Spot Ups,N/A,Shot,N/A,N/A,N/A,N/A
RIT,CU,Rochester Institute of Technology Tigers,2pmi,To Basket,Keegan Ocorr,PNR,High,Off,Matt Caggiano,Cuts,N/A,Basket
RIT,CU,Clarkson University Golden Knights,Turnover,N/A,Jack Dalgety,Transition,N/A,N/A,N/A,N/A,N/A,N/A
RIT,CU,Rochester Institute of Technology Tigers,2pmi,Dribble Jumper,Chase Dickens,Spot Ups,Right,Drive,N/A,N/A,N/A,N/A
RIT,CU,Clarkson University Golden Knights,3pmi,No Dribble Jumper,Ryan Miles-Ferguson,Off Screens,Right,Straight,N/A,N/A,N/A,N/A
RIT,CU,Rochester Institute of Technology Tigers,3pMa,Dribble Jumper,Josiah Turner,Spot Ups,Straight,Drive,N/A,N/A,N/A,N/A
RIT,CU,Clarkson University Golden Knights,3pmi,No Dribble Jumper,Mathew Parent,Spot Ups,N/A,Shot,N/A,N/A,N/A,N/A
RIT,CU,Clarkson University Golden Knights,3pmi,No Dribble Jumper,Jack Dalgety,Spot Ups,N/A,Shot,N/A,N/A,N/A,N/A
RIT,CU,Rochester Institute of Technology Tigers,3pmi,No Dribble Jumper,Matt Caggiano,PNR,High,Off,Josiah Turner,P&R Roll Man,N/A,Pop
RIT,CU,Clarkson University Golden Knights,3pMa,Dribble Jumper,Ryan Miles-Ferguson,Spot Ups,Straight,Drive,N/A,N/A,N/A,N/A
RIT,CU,Rochester Institute of Technology Tigers,Turnover,N/A,Chase Dickens,Misc,N/A,N/A,N/A,N/A,N/A,N/A
RIT,CU,Clarkson University Golden Knights,3pMa,Dribble Jumper,Mathew Parent,Spot Ups,Straight,Drive,N/A,N/A,N/A,N/A
RIT,CU,Rochester Institute of Technology Tigers,Turnover,N/A,Chase Dickens,Spot Ups,Right,Drive,N/A,N/A,N/A,N/A
RIT,CU,Clarkson University Golden Knights,Turnover,N/A,Frankie Rainville,Transition,N/A,Right Wing,N/A,N/A,N/A,N/A
RIT,CU,Rochester Institute of Technology Tigers,Foul,To Basket,Keegan Ocorr,Iso,Top,N/A,N/A,N/A,N/A,N/A
RIT,CU,Clarkson University Golden Knights,2pMa,To Basket,Frankie Rainville,Spot Ups,Left,Drive,N/A,N/A,N/A,N/A
RIT,CU,Rochester Institute of Technology Tigers,Turnover,N/A,Matt Caggiano,Misc,N/A,N/A,N/A,N/A,N/A,N/A
RIT,CU,Clarkson University Golden Knights,2pMa,To Basket,Frankie Rainville,Transition,N/A,Ball Handler,N/A,N/A,N/A,N/A
