Home,Away,OffensivePossession,Outcome,ShotType,PrimaryPlayer,PrimaryPlayType,PrimaryDirection,PrimaryAction,SecondaryPlayer,SecondaryPlayType,SecondaryDirection,SecondaryAction
RIT,HOB,Rochester Institute of Technology Tigers,2pMa,Dribble Jumper,Ronnie Toole,Spot Ups,Right,Drive,N/A,N/A,N/A,N/A
RIT,HOB,Hobart College Statesmen,2pmi,To Basket,Gabriel Bergeron,Iso,Top,N/A,N/A,N/A,N/A,N/A
RIT,HOB,Rochester Institute of Technology Tigers,3pmi,Dribble Jumper,Luke Granto,PNR,Right,Off,N/A,N/A,N/A,N/A
RIT,HOB,Hobart College Statesmen,2pmi,To Basket,Matt Brand,Transition,N/A,Right Wing,N/A,N/A,N/A,N/A
RIT,HOB,Rochester Institute of Technology Tigers,2pMa,To Basket,Nolan Smih,Transition,N/A,Right Wing,N/A,N/A,N/A,N/A
RIT,HOB,Rochester Institute of Technology Tigers,2pmi,To Basket,Ronnie Toole,PNR,High,Off,N/A,N/A,N/A,N/A
RIT,HOB,Hobart College Statesmen,2pMa,To Basket,Sam Pisanelli,Spot Ups,Right,Drive,N/A,N/A,N/A,N/A
RIT,HOB,Rochester Institute of Technology Tigers,3pmi,Dribble Jumper,Luke Granto,Iso,Top,N/A,N/A,N/A,N/A,N/A
RIT,HOB,Hobart College Statesmen,2pmi,To Basket,Jean Marc Togodgue,Spot Ups,Right,Drive,N/A,N/A,N/A,N/A
RIT,HOB,Rochester Institute of Technology Tigers,2pMa,To Basket,Luke Granto,Transition,N/A,Ball Handler,N/A,N/A,N/A,N/A
