Home,Away,OffensivePossession,Outcome,ShotType,PrimaryPlayer,PrimaryPlayType,PrimaryDirection,PrimaryAction,SecondaryPlayer,SecondaryPlayType,SecondaryDirection,SecondaryAction
CU,RIT,Clarkson University Golden Knights,Foul,No Dribble Jumper,Braeden Burns,Spot Ups,N/A,Shot,N/A,N/A,N/A,N/A
CU,RIT,Rochester Institute of Technology Tigers,Foul,To Basket,Josiah Turner,Post,Left,Dribble,N/A,N/A,N/A,N/A
CU,RIT,,Foul,N/A,Ryan Miles-Ferguson,Misc,N/A,N/A,N/A,N/A,N/A,N/A
CU,RIT,Rochester Institute of Technology Tigers,2pMa,To Basket,Josiah Turner,Transition,N/A,First Middle,N/A,N/A,N/A,N/A
CU,RIT,Clarkson University Golden Knights,Turnover,N/A,Ryan Miles-Ferguson,Misc,N/A,N/A,N/A,N/A,N/A,N/A
CU,RIT,Rochester Institute of Technology Tigers,2pmi,To Basket,Josiah Turner,Iso,Top,N/A,N/A,N/A,N/A,N/A
CU,RIT,Clarkson University Golden Knights,Foul,N/A,Braeden Burns,Spot Ups,Right,Drive,N/A,N/A,N/A,N/A
CU,RIT,Rochester Institute of Technology Tigers,3pMa,No Dribble Jumper,Brock Bowen,PNR,High,Off,Brandon Weiss,Spot Ups,N/A,Shot
CU,RIT,Clarkson University Golden Knights,2pmi,To Basket,Ryan Miles-Ferguson,PNR,High,Off,N/A,N/A,N/A,N/A
CU,RIT,Clarkson University Golden Knights,3pmi,No Dribble Jumper,Ryan Miles-Ferguson,Iso,Left,N/A,N/A,N/A,N/A,N/A
CU,RIT,,Foul,N/A,Josiah Turner,Misc,N/A,N/A,N/A,N/A,N/A,N/A
CU,RIT,Clarkson University Golden Knights,3pmi,No Dribble Jumper,Jack Dalgety,Spot Ups,N/A,Shot,N/A,N/A,N/A,N/A
CU,RIT,Rochester Institute of Technology Tigers,2pMa,To Basket,Josiah Turner,Post,Left,Dribble,Mark Osime,Cuts,N/A,Basket
CU,RIT,Clarkson University Golden Knights,Turnover,To Basket,Jack Dalgety,Spot Ups,Right,Drive,N/A,N/A,N/A,N/A
CU,RIT,Rochester Institute of Technology Tigers,Foul,N/A,Josiah Turner,Post,Right,N/A,N/A,N/A,N/A,N/A
CU,RIT,Clarkson University Golden Knights,2pMa,To Basket,Ryan Miles-Ferguson,Iso,Top,N/A,N/A,N/A,N/A,N/A
CU,RIT,Rochester Institute of Technology Tigers,Turnover,N/A,Josiah Turner,Post,Left,Dribble,N/A,N/A,N/A,N/A
CU,RIT,Clarkson University Golden Knights,Turnover,N/A,Ryan Miles-Ferguson,PNR,High,Off,N/A,N/A,N/A,N/A
CU,RIT,Rochester Institute of Technology Tigers,2pMa,To Basket,Kenny Wilburn,Transition,N/A,Left Wing,N/A,N/A,N/A,N/A
CU,RIT,Rochester Institute of Technology Tigers,Turnover,To Basket,Jackson Otis,Cuts,N/A,Basket,N/A,N/A,N/A,N/A
CU,RIT,Clarkson University Golden Knights,2pmi,To Basket,Ryan Miles-Ferguson,Transition,N/A,Ball Handler,N/A,N/A,N/A,N/A
CU,RIT,Rochester Institute of Technology Tigers,Turnover,N/A,Josiah Turner,Post,Left,Face Up,N/A,N/A,N/A,N/A
CU,RIT,Clarkson University Golden Knights,Foul,To Basket,Ryan Miles-Ferguson,Cuts,N/A,Flash,N/A,N/A,N/A,N/A
CU,RIT,Rochester Institute of Technology Tigers,And1,To Basket,Brock Bowen,Cuts,N/A,Basket,N/A,N/A,N/A,N/A
CU,RIT,Clarkson University Golden Knights,2pMa,To Basket,Frankie Rainville,Cuts,N/A,Basket,N/A,N/A,N/A,N/A
CU,RIT,Rochester Institute of Technology Tigers,2pmi,Dribble Jumper,Keegan Ocorr,PNR,Right,Off,N/A,N/A,N/A,N/A
CU,RIT,Clarkson University Golden Knights,3pmi,No Dribble Jumper,Steve DeRegis,Spot Ups,N/A,Shot,N/A,N/A,N/A,N/A
CU,RIT,Rochester Institute of Technology Tigers,2pmi,To Basket,Josiah Turner,Cuts,N/A,Basket,N/A,N/A,N/A,N/A
CU,RIT,Clarkson University Golden Knights,2pmi,To Basket,Steve DeRegis,Spot Ups,Left,Drive,N/A,N/A,N/A,N/A
CU,RIT,Clarkson University Golden Knights,3pMa,No Dribble Jumper,Jack Dalgety,Spot Ups,N/A,Shot,N/A,N/A,N/A,N/A
CU,RIT,Rochester Institute of Technology Tigers,2pmi,To Basket,Jackson Otis,Cuts,N/A,Flash,N/A,N/A,N/A,N/A
CU,RIT,Clarkson University Golden Knights,Turnover,N/A,Finn Cork,Post,Left,Dribble,N/A,N/A,N/A,N/A
CU,RIT,Rochester Institute of Technology Tigers,Turnover,N/A,Chase Dickens,Spot Ups,Right,Drive,N/A,N/A,N/A,N/A
CU,RIT,Clarkson University Golden Knights,3pmi,No Dribble Jumper,Ryan Miles-Ferguson,Iso,Top,N/A,Frankie Rainville,Spot Ups,N/A,Shot
CU,RIT,Rochester Institute of Technology Tigers,2pMa,To Basket,Chase Dickens,Post,Left,Dribble,N/A,N/A,N/A,N/A
CU,RIT,Clarkson University Golden Knights,3pmi,No Dribble Jumper,Ryan Miles-Ferguson,Post,Right,Dribble,Jack Dalgety,Spot Ups,N/A,Shot
CU,RIT,Rochester Institute of Technology Tigers,Turnover,N/A,Josiah Turner,Post,Middle,Face Up,N/A,N/A,N/A,N/A
CU,RIT,Clarkson University Golden Knights,3pmi,No Dribble Jumper,Ryan Miles-Ferguson,Spot Ups,N/A,Shot,N/A,N/A,N/A,N/A
CU,RIT,Rochester Institute of Technology Tigers,Foul,To Basket,Keegan Ocorr,Off Screens,Left,Straight,N/A,N/A,N/A,N/A
CU,RIT,Clarkson University Golden Knights,And1,To Basket,Ryan Miles-Ferguson,Spot Ups,Left,Drive,N/A,N/A,N/A,N/A
CU,RIT,Rochester Institute of Technology Tigers,2pMa,To Basket,Brock Bowen,PNR,Left,Off,Kenny Wilburn,P&R Roll Man,N/A,Roll
CU,RIT,Clarkson University Golden Knights,Turnover,N/A,Finn Cork,Post,Left,Dribble,N/A,N/A,N/A,N/A
CU,RIT,Rochester Institute of Technology Tigers,Turnover,N/A,Kenny Wilburn,Post,Left,Dribble,N/A,N/A,N/A,N/A
CU,RIT,Clarkson University Golden Knights,2pmi,To Basket,Steve DeRegis,PNR,High,Away,N/A,N/A,N/A,N/A
CU,RIT,Clarkson University Golden Knights,2pMa,To Basket,Jack Dalgety,Off Screens,Right,Straight,N/A,N/A,N/A,N/A
CU,RIT,Rochester Institute of Technology Tigers,2pMa,To Basket,Keegan Ocorr,Misc,N/A,N/A,N/A,N/A,N/A,N/A
CU,RIT,Clarkson University Golden Knights,3pmi,No Dribble Jumper,Finn Cork,Post,Left,Dribble,Steve DeRegis,Spot Ups,N/A,Shot
CU,RIT,Rochester Institute of Technology Tigers,Foul,To Basket,Chase Dickens,Transition,N/A,Right Wing,N/A,N/A,N/A,N/A
CU,RIT,Clarkson University Golden Knights,Foul,To Basket,Ryan Miles-Ferguson,PNR,High,Off,Jack Dalgety,P&R Roll Man,N/A,Slips
CU,RIT,Rochester Institute of Technology Tigers,2pMa,To Basket,Mark Osime,Off Screens,Left,Straight,N/A,N/A,N/A,N/A
CU,RIT,Clarkson University Golden Knights,2pMa,To Basket,Ryan Miles-Ferguson,Hand Offs,Top,Dribble,N/A,N/A,N/A,N/A
CU,RIT,Rochester Institute of Technology Tigers,3pmi,No Dribble Jumper,Brody Brown,Off Screens,Right,Straight,N/A,N/A,N/A,N/A
CU,RIT,Clarkson University Golden Knights,2pMa,Hook Shot,Finn Cork,Post,Middle,Dribble,N/A,N/A,N/A,N/A
CU,RIT,Rochester Institute of Technology Tigers,2pMa,To Basket,Matt Caggiano,PNR,Left,Off,Kenny Wilburn,P&R Roll Man,N/A,Roll
CU,RIT,Clarkson University Golden Knights,Turnover,N/A,Steve DeRegis,Misc,N/A,N/A,N/A,N/A,N/A,N/A
CU,RIT,Rochester Institute of Technology Tigers,2pmi,To Basket,Mark Osime,Transition,N/A,Left Wing,N/A,N/A,N/A,N/A
CU,RIT,Clarkson University Golden Knights,3pMa,No Dribble Jumper,Ryan Miles-Ferguson,Spot Ups,N/A,Shot,N/A,N/A,N/A,N/A
CU,RIT,Rochester Institute of Technology Tigers,3pMa,No Dribble Jumper,Brock Bowen,PNR,Right,Off,Matt Caggiano,Spot Ups,N/A,Shot
CU,RIT,Clarkson University Golden Knights,Turnover,N/A,Steve DeRegis,Hand Offs,Top,Dribble,N/A,N/A,N/A,N/A
CU,RIT,Rochester Institute of Technology Tigers,2pMa,To Basket,Matt Caggiano,PNR,Left,Away,Kenny Wilburn,P&R Roll Man,N/A,Roll
CU,RIT,Clarkson University Golden Knights,Turnover,N/A,Frankie Rainville,Hand Offs,Right,Stationary,N/A,N/A,N/A,N/A
CU,RIT,Rochester Institute of Technology Tigers,2pMa,N/A,Kenny Wilburn,Post,Right,Face Up,N/A,N/A,N/A,N/A
CU,RIT,Clarkson University Golden Knights,2pMa,To Basket,Matt Toscano,Spot Ups,Right,Drive,N/A,N/A,N/A,N/A
CU,RIT,Rochester Institute of Technology Tigers,Turnover,N/A,Matt Caggiano,Misc,N/A,N/A,N/A,N/A,N/A,N/A
CU,RIT,Clarkson University Golden Knights,Foul,To Basket,Ryan Miles-Ferguson,Transition,N/A,Left Wing,N/A,N/A,N/A,N/A
CU,RIT,Rochester Institute of Technology Tigers,3pmi,No Dribble Jumper,Mark Osime,Spot Ups,N/A,Shot,N/A,N/A,N/A,N/A
CU,RIT,Clarkson University Golden Knights,2pmi,To Basket,Finn Cork,Spot Ups,Right,Drive,N/A,N/A,N/A,N/A
CU,RIT,Rochester Institute of Technology Tigers,2pMa,To Basket,Kenny Wilburn,Transition,N/A,Right Wing,N/A,N/A,N/A,N/A
CU,RIT,Clarkson University Golden Knights,3pMa,No Dribble Jumper,Ryan Miles-Ferguson,Iso,Left,N/A,N/A,N/A,N/A,N/A
CU,RIT,Rochester Institute of Technology Tigers,Turnover,N/A,Matt Caggiano,PNR,Left,Off,N/A,N/A,N/A,N/A
CU,RIT,Clarkson University Golden Knights,And1,To Basket,Braeden Burns,Spot Ups,Left,Drive,N/A,N/A,N/A,N/A
CU,RIT,Rochester Institute of Technology Tigers,3pmi,Dribble Jumper,Brock Bowen,PNR,Left,Off,N/A,N/A,N/A,N/A
CU,RIT,Rochester Institute of Technology Tigers,2pMa,Dribble Jumper,Brock Bowen,Off Screens,Right,Straight,N/A,N/A,N/A,N/A
CU,RIT,Clarkson University Golden Knights,3pMa,No Dribble Jumper,Braeden Burns,Spot Ups,N/A,Shot,N/A,N/A,N/A,N/A
CU,RIT,Rochester Institute of Technology Tigers,3pMa,No Dribble Jumper,Brock Bowen,Off Screens,Left,N/A,N/A,N/A,N/A,N/A
CU,RIT,Clarkson University Golden Knights,3pmi,No Dribble Jumper,Braeden Burns,Hand Offs,Top,Dribble,N/A,N/A,N/A,N/A
CU,RIT,Rochester Institute of Technology Tigers,2pMa,To Basket,Kenny Wilburn,Cuts,N/A,Screen,N/A,N/A,N/A,N/A
CU,RIT,Clarkson University Golden Knights,2pMa,To Basket,Finn Cork,Spot Ups,Right,Drive,N/A,N/A,N/A,N/A
CU,RIT,Rochester Institute of Technology Tigers,2pMa,To Basket,Kenny Wilburn,Cuts,N/A,Flash,N/A,N/A,N/A,N/A
CU,RIT,Clarkson University Golden Knights,2pmi,To Basket,Braeden Burns,Spot Ups,Right,Drive,N/A,N/A,N/A,N/A
CU,RIT,Rochester Institute of Technology Tigers,Turnover,N/A,Josiah Turner,Post,Right,Dribble,N/A,N/A,N/A,N/A
CU,RIT,Clarkson University Golden Knights,2pmi,Dribble Jumper,Ryan Miles-Ferguson,Iso,Right,N/A,N/A,N/A,N/A,N/A
CU,RIT,Rochester Institute of Technology Tigers,3pmi,No Dribble Jumper,Brock Bowen,PNR,Left,Off,Keegan Ocorr,Spot Ups,N/A,Shot
CU,RIT,Clarkson University Golden Knights,3pMa,No Dribble Jumper,Matt Toscano,PNR,High,Off,Ryan Miles-Ferguson,Spot Ups,N/A,Shot
CU,RIT,Rochester Institute of Technology Tigers,3pmi,No Dribble Jumper,Brock Bowen,PNR,Left,N/A,N/A,N/A,N/A,N/A
CU,RIT,Rochester Institute of Technology Tigers,2pMa,To Basket,Kenny Wilburn,Cuts,N/A,Screen,N/A,N/A,N/A,N/A
CU,RIT,Clarkson University Golden Knights,3pMa,No Dribble Jumper,Ryan Miles-Ferguson,Hand Offs,Right,Dribble,N/A,N/A,N/A,N/A
CU,RIT,Rochester Institute of Technology Tigers,Foul,To Basket,Mark Osime,Spot Ups,Right,Drive,N/A,N/A,N/A,N/A
CU,RIT,Clarkson University Golden Knights,3pmi,Dribble Jumper,Ryan Miles-Ferguson,PNR,High,Off,N/A,N/A,N/A,N/A
CU,RIT,Rochester Institute of Technology Tigers,3pMa,Dribble Jumper,Matt Caggiano,PNR,High,Off,N/A,N/A,N/A,N/A
CU,RIT,Clarkson University Golden Knights,Foul,N/A,Jack Dalgety,PNR,Right,Off,N/A,N/A,N/A,N/A
CU,RIT,Rochester Institute of Technology Tigers,3pMa,No Dribble Jumper,Matt Caggiano,Spot Ups,N/A,Shot,N/A,N/A,N/A,N/A
CU,RIT,Clarkson University Golden Knights,2pmi,To Basket,Finn Cork,Misc,N/A,N/A,N/A,N/A,N/A,N/A
CU,RIT,Rochester Institute of Technology Tigers,Turnover,N/A,Josiah Turner,Misc,N/A,N/A,N/A,N/A,N/A,N/A
CU,RIT,Clarkson University Golden Knights,3pmi,No Dribble Jumper,Ryan Miles-Ferguson,Hand Offs,Top,Dribble,N/A,N/A,N/A,N/A
CU,RIT,Rochester Institute of Technology Tigers,2pMa,To Basket,Josiah Turner,Transition,N/A,Trailer,N/A,N/A,N/A,N/A
CU,RIT,Clarkson University Golden Knights,Foul,N/A,Finn Cork,Spot Ups,N/A,N/A,N/A,N/A,N/A,N/A
CU,RIT,Rochester Institute of Technology Tigers,2pmi,To Basket,Matt Caggiano,Spot Ups,Left,Drive,N/A,N/A,N/A,N/A
CU,RIT,Clarkson University Golden Knights,2pmi,To Basket,Ryan Miles-Ferguson,Spot Ups,Left,Drive,N/A,N/A,N/A,N/A
CU,RIT,Rochester Institute of Technology Tigers,2pmi,To Basket,Kenny Wilburn,Iso,Top,N/A,N/A,N/A,N/A,N/A
CU,RIT,Clarkson University Golden Knights,3pmi,No Dribble Jumper,Braeden Burns,Spot Ups,N/A,Shot,N/A,N/A,N/A,N/A
CU,RIT,Rochester Institute of Technology Tigers,3pmi,No Dribble Jumper,Matt Caggiano,PNR,High,Off,Mark Osime,Spot Ups,N/A,Shot
CU,RIT,Clarkson University Golden Knights,2pmi,To Basket,Braeden Burns,Spot Ups,Right,Drive,N/A,N/A,N/A,N/A
CU,RIT,Clarkson University Golden Knights,3pMa,No Dribble Jumper,Jack Dalgety,Spot Ups,N/A,Shot,N/A,N/A,N/A,N/A
CU,RIT,Rochester Institute of Technology Tigers,3pmi,No Dribble Jumper,Matt Caggiano,PNR,High,Off,Jackson Otis,Spot Ups,N/A,Shot
CU,RIT,,Foul,N/A,Keegan Ocorr,Misc,N/A,N/A,N/A,N/A,N/A,N/A
CU,RIT,Clarkson University Golden Knights,Foul,N/A,Finn Cork,Post,Left,Dribble,N/A,N/A,N/A,N/A
CU,RIT,Rochester Institute of Technology Tigers,Foul,N/A,Matt Caggiano,Iso,Right,N/A,N/A,N/A,N/A,N/A
CU,RIT,Clarkson University Golden Knights,3pmi,No Dribble Jumper,Ryan Miles-Ferguson,Iso,Right,N/A,Jack Dalgety,Spot Ups,N/A,Shot
CU,RIT,Rochester Institute of Technology Tigers,2pmi,No Dribble Jumper,Matt Caggiano,PNR,High,Away,Kenny Wilburn,Spot Ups,N/A,Shot
CU,RIT,,Foul,N/A,Mark Osime,Misc,N/A,N/A,N/A,N/A,N/A,N/A
CU,RIT,,Foul,N/A,Steve DeRegis,Misc,N/A,N/A,N/A,N/A,N/A,N/A
CU,RIT,Rochester Institute of Technology Tigers,Turnover,To Basket,Matt Caggiano,Transition,N/A,Ball Handler,N/A,N/A,N/A,N/A
CU,RIT,,Foul,N/A,Steve DeRegis,Misc,N/A,N/A,N/A,N/A,N/A,N/A
CU,RIT,Rochester Institute of Technology Tigers,3pmi,Dribble Jumper,Matt Caggiano,PNR,High,Off,N/A,N/A,N/A,N/A
CU,RIT,Rochester Institute of Technology Tigers,2pmi,To Basket,Josiah Turner,Cuts,N/A,Screen,N/A,N/A,N/A,N/A
CU,RIT,,Foul,N/A,Steve DeRegis,Misc,N/A,N/A,N/A,N/A,N/A,N/A
